GLOBALEVENTID,mentions_count,mentions_pool,coverage
417927817,4,12232,3.270111183780249E-4
418174477,1,12232,8.175277959450622E-5
418188378,1,12232,8.175277959450622E-5
418196329,1,12232,8.175277959450622E-5
418219126,2,12232,1.6350555918901244E-4
418219965,1,12232,8.175277959450622E-5
418234578,1,12232,8.175277959450622E-5
418238983,1,12232,8.175277959450622E-5
418239124,1,12232,8.175277959450622E-5
418239432,1,12232,8.175277959450622E-5
418239526,1,12232,8.175277959450622E-5
418239580,1,12232,8.175277959450622E-5
418239653,1,12232,8.175277959450622E-5
418239956,1,12232,8.175277959450622E-5
418240156,1,12232,8.175277959450622E-5
418240489,1,12232,8.175277959450622E-5
418240732,1,12232,8.175277959450622E-5
418240846,1,12232,8.175277959450622E-5
426419150,1,10910,9.165902841429881E-5
426432930,2,10910,1.8331805682859762E-4
426520612,2,10910,1.8331805682859762E-4
426525193,3,10910,2.7497708524289643E-4
426537339,2,10910,1.8331805682859762E-4
426538882,2,10910,1.8331805682859762E-4
426538921,1,10910,9.165902841429881E-5
426539414,1,10910,9.165902841429881E-5
426539585,1,10910,9.165902841429881E-5
434024123,1,11185,8.94054537326777E-5
434052802,1,11185,8.94054537326777E-5
434199072,1,11185,8.94054537326777E-5
434234350,1,11185,8.94054537326777E-5
434246232,1,11185,8.94054537326777E-5
434261027,1,11185,8.94054537326777E-5
434261265,1,11185,8.94054537326777E-5
434261389,1,11185,8.94054537326777E-5
441817973,1,11887,8.412551526878102E-5
441820359,1,11887,8.412551526878102E-5
441820414,1,11887,8.412551526878102E-5
441820747,4,11887,3.365020610751241E-4
441836243,1,11887,8.412551526878102E-5
441868100,1,11887,8.412551526878102E-5
441998552,9,11887,7.571296374190292E-4
442021762,1,11887,8.412551526878102E-5
442021792,1,11887,8.412551526878102E-5
442052816,1,11887,8.412551526878102E-5
442078020,1,11887,8.412551526878102E-5
442095954,1,11887,8.412551526878102E-5
442101853,1,11887,8.412551526878102E-5
442102004,2,11887,1.6825103053756205E-4
442102183,1,11887,8.412551526878102E-5
442102273,1,11887,8.412551526878102E-5
442102742,1,11887,8.412551526878102E-5
442103166,1,11887,8.412551526878102E-5
450169225,1,12217,8.185315543914218E-5
450218410,2,12217,1.6370631087828436E-4
450307390,6,12217,4.91118932634853E-4
450310764,5,12217,4.092657771957109E-4
450313774,1,12217,8.185315543914218E-5
458604975,1,13065,7.654037504783774E-5
458829440,1,13065,7.654037504783774E-5
458857177,1,13065,7.654037504783774E-5
458860100,12,13065,9.184845005740528E-4
458880388,2,13065,1.5308075009567548E-4
458895235,1,13065,7.654037504783774E-5
458895428,1,13065,7.654037504783774E-5
458895776,1,13065,7.654037504783774E-5
458895913,1,13065,7.654037504783774E-5
458895918,1,13065,7.654037504783774E-5
458895933,1,13065,7.654037504783774E-5
458896163,1,13065,7.654037504783774E-5
458896250,1,13065,7.654037504783774E-5
458896423,1,13065,7.654037504783774E-5
458896451,1,13065,7.654037504783774E-5
465740520,2,8095,2.470660901791229E-4
467894872,1,13724,7.28650539201399E-5
467902535,1,13724,7.28650539201399E-5
468084246,1,13724,7.28650539201399E-5
468143339,1,13724,7.28650539201399E-5
468144874,2,13724,1.457301078402798E-4
468198601,1,13724,7.28650539201399E-5
468202167,10,13724,7.28650539201399E-4
474924401,1,9064,1.1032656663724625E-4
477074975,2,13215,1.513431706394249E-4
477131823,1,13215,7.567158531971244E-5
477256865,1,13215,7.567158531971244E-5
477261624,1,13215,7.567158531971244E-5
477262036,1,13215,7.567158531971244E-5
477262220,1,13215,7.567158531971244E-5
477262506,1,13215,7.567158531971244E-5
485856642,2,15175,1.3179571663920922E-4
485857581,1,15175,6.589785831960461E-5
485861246,1,15175,6.589785831960461E-5
485914557,1,15175,6.589785831960461E-5
485922047,2,15175,1.3179571663920922E-4
486209442,1,15175,6.589785831960461E-5
486210290,1,15175,6.589785831960461E-5
486216358,1,15175,6.589785831960461E-5
486216362,1,15175,6.589785831960461E-5
486216663,1,15175,6.589785831960461E-5
486217345,1,15175,6.589785831960461E-5
495344832,1,15804,6.327512022272843E-5
495403159,1,15804,6.327512022272843E-5
495424442,1,15804,6.327512022272843E-5
495517286,1,15804,6.327512022272843E-5
495524903,1,15804,6.327512022272843E-5
495532360,3,15804,1.8982536066818528E-4
495533800,2,15804,1.2655024044545685E-4
495534131,1,15804,6.327512022272843E-5
495534323,2,15804,1.2655024044545685E-4
495534680,1,15804,6.327512022272843E-5
495535039,1,15804,6.327512022272843E-5
503133928,1,16565,6.036824630244491E-5
503135145,3,16565,1.8110473890733475E-4
503147814,2,16565,1.2073649260488983E-4
503217177,1,16565,6.036824630244491E-5
503227526,1,16565,6.036824630244491E-5
503261481,1,16565,6.036824630244491E-5
503332785,1,16565,6.036824630244491E-5
503351452,1,16565,6.036824630244491E-5
503366620,1,16565,6.036824630244491E-5
503390517,4,16565,2.4147298520977965E-4
503409263,1,16565,6.036824630244491E-5
503426290,1,16565,6.036824630244491E-5
503435295,1,16565,6.036824630244491E-5
503439392,1,16565,6.036824630244491E-5
503439501,1,16565,6.036824630244491E-5
503439890,1,16565,6.036824630244491E-5
503440029,1,16565,6.036824630244491E-5
503440110,1,16565,6.036824630244491E-5
503440116,1,16565,6.036824630244491E-5
503440554,1,16565,6.036824630244491E-5
503441006,1,16565,6.036824630244491E-5
503441168,1,16565,6.036824630244491E-5
503441190,1,16565,6.036824630244491E-5
512861012,1,16659,6.002761270184285E-5
512865696,1,16659,6.002761270184285E-5
512889885,1,16659,6.002761270184285E-5
512906982,1,16659,6.002761270184285E-5
512929809,1,16659,6.002761270184285E-5
512938006,1,16659,6.002761270184285E-5
512939423,2,16659,1.200552254036857E-4
512986492,2,16659,1.200552254036857E-4
513051757,2,16659,1.200552254036857E-4
513116658,1,16659,6.002761270184285E-5
513160630,1,16659,6.002761270184285E-5
513190189,1,16659,6.002761270184285E-5
513216067,2,16659,1.200552254036857E-4
513223121,1,16659,6.002761270184285E-5
513223382,1,16659,6.002761270184285E-5
513223770,1,16659,6.002761270184285E-5
513224008,1,16659,6.002761270184285E-5
513224496,1,16659,6.002761270184285E-5
522112198,1,15721,6.360918516633803E-5
522161874,1,15721,6.360918516633803E-5
522206557,1,15721,6.360918516633803E-5
522233838,1,15721,6.360918516633803E-5
522323939,1,15721,6.360918516633803E-5
522364291,2,15721,1.2721837033267605E-4
522389079,1,15721,6.360918516633803E-5
522412677,1,15721,6.360918516633803E-5
522420774,3,15721,1.9082755549901405E-4
522433904,1,15721,6.360918516633803E-5
522434317,1,15721,6.360918516633803E-5
522434692,1,15721,6.360918516633803E-5
522434758,1,15721,6.360918516633803E-5
522434955,1,15721,6.360918516633803E-5
522435063,1,15721,6.360918516633803E-5
531479803,2,13475,1.484230055658627E-4
531537754,1,13475,7.421150278293135E-5
531545786,1,13475,7.421150278293135E-5
531581617,1,13475,7.421150278293135E-5
531619619,1,13475,7.421150278293135E-5
531654792,1,13475,7.421150278293135E-5
531680072,1,13475,7.421150278293135E-5
531709091,1,13475,7.421150278293135E-5
531733114,1,13475,7.421150278293135E-5
531778785,2,13475,1.484230055658627E-4
531785556,1,13475,7.421150278293135E-5
531796671,2,13475,1.484230055658627E-4
531806572,1,13475,7.421150278293135E-5
531806999,1,13475,7.421150278293135E-5
531807640,1,13475,7.421150278293135E-5
531807698,1,13475,7.421150278293135E-5
531807707,1,13475,7.421150278293135E-5
531808041,1,13475,7.421150278293135E-5
541321542,1,14060,7.112375533428166E-5
541330537,1,14060,7.112375533428166E-5
541356281,6,14060,4.267425320056899E-4
541461215,2,14060,1.422475106685633E-4
541610801,1,14060,7.112375533428166E-5
541653483,1,14060,7.112375533428166E-5
541664710,3,14060,2.1337126600284495E-4
541675593,9,14060,6.401137980085349E-4
541684009,1,14060,7.112375533428166E-5
541684059,1,14060,7.112375533428166E-5
541684161,1,14060,7.112375533428166E-5
541684304,1,14060,7.112375533428166E-5
541684331,1,14060,7.112375533428166E-5
541684423,1,14060,7.112375533428166E-5
541684434,1,14060,7.112375533428166E-5
541684514,1,14060,7.112375533428166E-5
551651480,1,13839,7.225955632632416E-5
551672316,1,13839,7.225955632632416E-5
551681450,1,13839,7.225955632632416E-5
551695863,1,13839,7.225955632632416E-5
551696000,1,13839,7.225955632632416E-5
551696384,1,13839,7.225955632632416E-5
560615497,1,11173,8.950147677436678E-5
560864710,4,13931,2.8712942358768214E-4
560914777,1,13931,7.178235589692053E-5
560951523,1,13931,7.178235589692053E-5
561111548,1,13931,7.178235589692053E-5
561115997,1,13931,7.178235589692053E-5
561124407,1,13931,7.178235589692053E-5
561126392,1,13931,7.178235589692053E-5
561140949,3,13931,2.1534706769076162E-4
561149220,1,13931,7.178235589692053E-5
561157414,2,13931,1.4356471179384107E-4
561159720,2,13931,1.4356471179384107E-4
561164057,1,13931,7.178235589692053E-5
561169887,1,13931,7.178235589692053E-5
561173045,1,13931,7.178235589692053E-5
561173437,1,13931,7.178235589692053E-5
561173477,1,13931,7.178235589692053E-5
561174066,1,13931,7.178235589692053E-5
561174330,1,13931,7.178235589692053E-5
570316327,2,12842,1.557389814670612E-4
570317901,1,12842,7.78694907335306E-5
570342537,1,12842,7.78694907335306E-5
570359170,2,12842,1.557389814670612E-4
570424685,1,12842,7.78694907335306E-5
570449490,1,12842,7.78694907335306E-5
570548940,1,12842,7.78694907335306E-5
570635557,1,12842,7.78694907335306E-5
570636432,1,12842,7.78694907335306E-5
570640540,1,12842,7.78694907335306E-5
570644878,1,12842,7.78694907335306E-5
570645062,1,12842,7.78694907335306E-5
570645365,1,12842,7.78694907335306E-5
570645620,1,12842,7.78694907335306E-5
570646296,2,12842,1.557389814670612E-4
580184642,1,13109,7.628346937218705E-5
580231614,1,13109,7.628346937218705E-5
580241772,1,13109,7.628346937218705E-5
580243603,10,13109,7.628346937218705E-4
580252154,1,13109,7.628346937218705E-5
580254787,1,13109,7.628346937218705E-5
580258868,2,13109,1.525669387443741E-4
580273769,1,13109,7.628346937218705E-5
580274792,1,13109,7.628346937218705E-5
589945757,1,12803,7.810669374365383E-5
589947431,15,12803,0.0011716004061548076
589949508,2,12803,1.5621338748730767E-4
589952494,5,12803,3.9053346871826915E-4
589960300,2,12803,1.5621338748730767E-4
590176716,1,12803,7.810669374365383E-5
590201267,1,12803,7.810669374365383E-5
590292014,1,12803,7.810669374365383E-5
590296076,2,12803,1.5621338748730767E-4
590298858,2,12803,1.5621338748730767E-4
590312730,1,12803,7.810669374365383E-5
590314947,1,12803,7.810669374365383E-5
590315655,1,12803,7.810669374365383E-5
590315809,1,12803,7.810669374365383E-5
590316313,1,12803,7.810669374365383E-5
590316581,1,12803,7.810669374365383E-5
590316726,1,12803,7.810669374365383E-5
590330945,1,7818,1.2790995139421848E-4
600134888,1,14665,6.818956699624957E-5
600134921,2,14665,1.3637913399249915E-4
600135077,1,14665,6.818956699624957E-5
600181738,1,14665,6.818956699624957E-5
600341906,1,14665,6.818956699624957E-5
600417546,2,14665,1.3637913399249915E-4
600421235,5,14665,3.4094783498124785E-4
600424967,1,14665,6.818956699624957E-5
600445835,1,14665,6.818956699624957E-5
600464223,1,14665,6.818956699624957E-5
600469093,1,14665,6.818956699624957E-5
600476920,1,14665,6.818956699624957E-5
600477641,1,14665,6.818956699624957E-5
600477869,1,14665,6.818956699624957E-5
609433228,1,12085,8.274720728175425E-5
609433639,1,12085,8.274720728175425E-5
609443337,3,12085,2.4824162184526274E-4
609501625,1,12085,8.274720728175425E-5
609594111,1,12085,8.274720728175425E-5
609611470,1,12085,8.274720728175425E-5
609630474,3,12085,2.4824162184526274E-4
609630542,1,12085,8.274720728175425E-5
609630869,1,12085,8.274720728175425E-5
618096463,1,13051,7.662248103593594E-5
618100751,2,13051,1.5324496207187187E-4
618129382,2,13051,1.5324496207187187E-4
618168947,1,13051,7.662248103593594E-5
618319564,4,13051,3.0648992414374375E-4
618344313,1,13051,7.662248103593594E-5
618400775,1,13051,7.662248103593594E-5
618421172,2,13051,1.5324496207187187E-4
618429430,1,13051,7.662248103593594E-5
618453007,4,13051,3.0648992414374375E-4
618463387,2,13051,1.5324496207187187E-4
618468898,2,13051,1.5324496207187187E-4
618469211,1,13051,7.662248103593594E-5
618470113,1,13051,7.662248103593594E-5
618470137,1,13051,7.662248103593594E-5
618470298,1,13051,7.662248103593594E-5
618470347,1,13051,7.662248103593594E-5
618470497,1,13051,7.662248103593594E-5
628832654,1,11520,8.680555555555556E-5
628906926,1,11520,8.680555555555556E-5
628930813,1,11520,8.680555555555556E-5
628956629,1,11520,8.680555555555556E-5
628972166,1,11520,8.680555555555556E-5
638034869,2,15351,1.302846720083382E-4
638037528,1,15351,6.51423360041691E-5
638052944,13,15351,8.468503680541985E-4
638064341,2,15351,1.302846720083382E-4
638081788,1,15351,6.51423360041691E-5
638176376,1,15351,6.51423360041691E-5
638208902,1,15351,6.51423360041691E-5
638251570,1,15351,6.51423360041691E-5
638276965,1,15351,6.51423360041691E-5
638277254,1,15351,6.51423360041691E-5
638277511,1,15351,6.51423360041691E-5
647598878,1,11933,8.380122349786307E-5
647604948,1,11933,8.380122349786307E-5
647630582,2,11933,1.6760244699572614E-4
647755665,1,11933,8.380122349786307E-5
647765439,8,11933,6.704097879829046E-4
647851377,1,11933,8.380122349786307E-5
647895949,1,11933,8.380122349786307E-5
647899190,4,11933,3.352048939914523E-4
647913526,1,11933,8.380122349786307E-5
647913582,1,11933,8.380122349786307E-5
647913802,1,11933,8.380122349786307E-5
647913941,1,11933,8.380122349786307E-5
647914036,1,11933,8.380122349786307E-5
647914352,1,11933,8.380122349786307E-5
647914466,1,11933,8.380122349786307E-5
647914514,1,11933,8.380122349786307E-5
647914935,1,11933,8.380122349786307E-5
656613413,4,12150,3.292181069958848E-4
656624292,1,12150,8.23045267489712E-5
656629732,2,12150,1.646090534979424E-4
656729862,1,12150,8.23045267489712E-5
656747033,1,12150,8.23045267489712E-5
656776103,1,12150,8.23045267489712E-5
656807698,1,12150,8.23045267489712E-5
656845325,1,12150,8.23045267489712E-5
656927244,1,12150,8.23045267489712E-5
656930410,1,12150,8.23045267489712E-5
656934264,4,12150,3.292181069958848E-4
656953996,1,12150,8.23045267489712E-5
656954365,1,12150,8.23045267489712E-5
656954689,1,12150,8.23045267489712E-5
656955129,1,12150,8.23045267489712E-5
665795518,2,12167,1.6437905810799704E-4
666001220,1,14733,6.787483879725786E-5
666018819,1,14733,6.787483879725786E-5
666024201,2,14733,1.357496775945157E-4
666025014,1,14733,6.787483879725786E-5
666045955,1,14733,6.787483879725786E-5
666096217,4,14733,2.714993551890314E-4
666166892,1,14733,6.787483879725786E-5
666215456,1,14733,6.787483879725786E-5
666239485,6,14733,4.0724903278354713E-4
666262501,1,14733,6.787483879725786E-5
666274401,4,14733,2.714993551890314E-4
666275897,2,14733,1.357496775945157E-4
666277309,2,14733,1.357496775945157E-4
666285601,1,14733,6.787483879725786E-5
666290960,1,14733,6.787483879725786E-5
666291665,1,14733,6.787483879725786E-5
666291886,1,14733,6.787483879725786E-5
666292265,1,14733,6.787483879725786E-5
666292443,1,14733,6.787483879725786E-5
666292463,1,14733,6.787483879725786E-5
674120383,1,15221,6.569870573549701E-5
674123605,4,15221,2.6279482294198805E-4
674138948,1,15221,6.569870573549701E-5
674143962,1,15221,6.569870573549701E-5
674230090,1,15221,6.569870573549701E-5
674278921,1,15221,6.569870573549701E-5
674354862,1,15221,6.569870573549701E-5
674385888,2,15221,1.3139741147099403E-4
674396390,2,15221,1.3139741147099403E-4
674397220,1,15221,6.569870573549701E-5
674404941,1,15221,6.569870573549701E-5
674416193,1,15221,6.569870573549701E-5
