MonthYear_Date,ActionGeo_CountryCode,count
201602,BL,1
201602,MZ,3
201511,HO,5
201607,KU,1
201508,BM,6
201610,BG,1
201512,TH,11
201603,CS,1
201508,WE,9
201510,FM,2
201702,KE,5
201504,BR,2
