MonthYear_Date,ActionGeo_CountryCode,count
201602,MX,32
201602,SP,15
201602,LU,2
201708,IS,15
201708,UP,1
201709,AC,4
201606,IS,5
201611,PL,1
201601,BY,13
201610,BX,1
201605,AM,1
201512,OS,1
201603,JE,8
201508,LT,1
201702,HU,1
