MonthYear_Date,ActionGeo_CountryCode,count
201602,SZ,9
201701,RS,95
201604,MK,2
201608,BR,8
201610,LI,6
201605,CU,1
201609,SY,25
201508,SA,7
201606,MX,14
201703,IR,2
201612,AR,6
201612,QA,8
201612,PL,4
201507,AU,2
