MonthYear_Date,ActionGeo_CountryCode,count
201608,OD,5
201503,PK,40
201605,MX,14
201512,SW,8
201603,QA,17
201506,FR,17
201506,GA,6
201508,GB,1
201509,HU,4
201509,RW,2
201510,PP,3
201702,MX,14
201612,ID,4
