Month_Year,ActionGeo_CountryCode,Number_Events
11-2015,MK,4
11-2015,UG,4
11-2015,BH,4
11-2015,EG,4
11-2015,GR,4
11-2015,NL,4
11-2015,CZ,4
11-2015,GH,4
11-2015,CY,4
11-2015,AM,4
11-2015,HN,5
11-2015,LY,6
11-2015,BD,6
11-2015,JO,6
11-2015,ID,6
