MonthYear_Date,ActionGeo_CountryCode,count
201601,IR,102
201709,AS,59
201607,HK,1
201607,PE,2
201707,MV,1
201706,GY,3
201706,AG,8
201605,LA,2
201512,TW,10
201603,TZ,3
201609,MX,10
201509,TU,17
201702,LE,1
201703,SA,28
201703,RP,3
