Month_Year,ActionGeo_CountryCode,Number_Events
05-2017,KE,74
05-2017,CA,79
05-2017,IN,79
05-2017,GB,95
05-2017,AU,99
05-2017,US,883
06-2017,TZ,1
06-2017,FM,1
06-2017,CL,1
06-2017,MN,1
06-2017,NP,1
06-2017,SE,1
06-2017,LU,1
06-2017,SD,1
06-2017,JO,1
06-2017,NI,1
06-2017,UG,1
06-2017,BD,1
06-2017,TW,1
06-2017,GN,1
06-2017,DO,1
06-2017,LK,1
06-2017,YE,1
06-2017,BR,1
