Month_Year,ActionGeo_CountryCode,Number_Events
01-2016,,52
01-2016,SA,56
01-2016,IL,64
01-2016,IN,79
01-2016,CA,89
01-2016,IR,102
01-2016,GB,117
01-2016,US,670
02-2016,TO,1
02-2016,MU,1
02-2016,SV,1
02-2016,SD,1
02-2016,BH,1
02-2016,ZW,1
02-2016,PE,1
02-2016,TZ,1
02-2016,BI,1
02-2016,KI,1
02-2016,MY,1
02-2016,BO,1
02-2016,NA,1
