Month_Year,ActionGeo_CountryCode,Number_Events
07-2016,CA,60
07-2016,GB,74
07-2016,CN,77
07-2016,TR,82
07-2016,US,1034
08-2016,ZW,1
08-2016,RW,1
08-2016,CG,1
08-2016,HN,1
08-2016,LA,1
08-2016,SG,1
08-2016,NO,1
08-2016,SN,1
08-2016,LO,1
08-2016,HK,1
08-2016,BJ,1
08-2016,BW,1
08-2016,BN,1
08-2016,PH,1
08-2016,TD,1
