MonthYear_Date,ActionGeo_CountryCode,count
201602,BH,3
201709,ES,1
201604,NZ,7
201607,MT,7
201607,MG,1
201706,PK,16
201706,,24
201603,ET,1
201506,KU,15
201506,DR,1
201509,ET,3
201507,YM,3
