Month_Year,ActionGeo_CountryCode,Number_Events
04-2016,BG,28
04-2016,SA,28
04-2016,GM,29
04-2016,RU,34
04-2016,CN,36
04-2016,FR,37
04-2016,IN,37
04-2016,CA,42
04-2016,CU,51
04-2016,,66
04-2016,GB,78
04-2016,AU,151
