Month_Year,ActionGeo_CountryCode,Number_Events
04-2017,GB,44
04-2017,SY,45
04-2017,IN,47
04-2017,CN,56
04-2017,TR,60
04-2017,CA,72
04-2017,AU,88
04-2017,US,874
05-2017,AE,1
05-2017,QA,1
05-2017,CF,1
05-2017,CY,1
05-2017,ZM,1
05-2017,UP,1
05-2017,LT,1
05-2017,LY,1
05-2017,MA,1
05-2017,TD,1
