Month_Year,ActionGeo_CountryCode,Number_Events
07-2017,PK,32
07-2017,CN,36
07-2017,TR,38
07-2017,,48
07-2017,MX,49
07-2017,AU,50
07-2017,ZA,50
07-2017,GB,53
07-2017,CA,56
07-2017,IN,56
07-2017,LK,69
07-2017,RU,77
07-2017,IR,78
