MonthYear_Date,ActionGeo_CountryCode,count
201602,JA,19
201701,OD,2
201504,NL,2
201604,LO,3
201511,FJ,17
201705,GR,10
201606,BF,2
201503,ZI,1
201506,UK,59
201609,SF,6
201508,BR,1
201606,AF,13
201703,IZ,5
201504,IS,26
201504,NP,1
