MonthYear_Date,ActionGeo_CountryCode,count
201604,PO,5
201511,NO,25
201608,IN,80
201610,NZ,4
201704,US,874
201705,IR,7
201706,LE,3
201704,CG,4
201704,IZ,5
201603,MO,3
201505,MX,4
201505,RI,1
201510,SP,4
201507,TU,1
