Month_Year,ActionGeo_CountryCode,Number_Events
09-2015,KR,8
09-2015,ZA,8
09-2015,ZW,8
09-2015,JO,9
09-2015,TW,9
09-2015,VA,10
09-2015,TJ,10
09-2015,IQ,11
09-2015,IS,12
09-2015,EI,12
09-2015,SD,13
09-2015,EG,13
