Month_Year,ActionGeo_CountryCode,Number_Events
06-2015,BS,5
06-2015,GL,5
06-2015,EI,5
06-2015,TR,5
06-2015,TH,5
06-2015,IL,5
06-2015,MY,5
06-2015,BE,6
06-2015,LB,6
06-2015,BI,6
06-2015,BR,7
06-2015,PK,7
06-2015,KR,7
06-2015,BY,7
06-2015,NL,7
06-2015,ZW,7
