Month_Year,ActionGeo_CountryCode,Number_Events
09-2015,CN,28
09-2015,ES,28
09-2015,CA,30
09-2015,GM,32
09-2015,,37
09-2015,GB,38
09-2015,IN,40
09-2015,RU,50
09-2015,AU,64
09-2015,SY,87
09-2015,PK,88
09-2015,US,692
10-2015,KP,1
10-2015,SE,1
10-2015,SO,1
10-2015,DA,1
10-2015,SA,1
10-2015,BZ,1
10-2015,EI,1
10-2015,KH,1
10-2015,NL,1
10-2015,HK,1
10-2015,MY,1
10-2015,VM,1
10-2015,PL,1
10-2015,PW,1
10-2015,YE,1
10-2015,TW,1
10-2015,FI,1
10-2015,LK,1
10-2015,GU,1
