Month_Year,ActionGeo_CountryCode,Number_Events
05-2015,JM,11
05-2015,CN,12
05-2015,LT,12
05-2015,AU,13
05-2015,PS,13
05-2015,EI,14
05-2015,EG,14
05-2015,SD,14
05-2015,FR,16
05-2015,JP,16
05-2015,GM,17
05-2015,KE,17
05-2015,RU,19
05-2015,NZ,19
05-2015,ZA,19
