MonthYear_Date,ActionGeo_CountryCode,count
201701,RB,5
201611,GT,2
201610,EI,3
201705,NZ,8
201707,,48
201506,RP,1
201508,MY,14
201510,SY,25
201703,MY,2
201708,IC,2
201507,SP,5
