Month_Year,ActionGeo_CountryCode,Number_Events
03-2016,IT,5
03-2016,PR,5
03-2016,GH,5
03-2016,CH,5
03-2016,CZ,5
03-2016,DA,5
03-2016,KR,6
03-2016,AU,6
03-2016,PK,6
03-2016,RO,6
03-2016,LK,6
03-2016,ER,6
03-2016,HU,7
03-2016,CN,7
03-2016,IR,7
03-2016,NZ,7
