Month_Year,ActionGeo_CountryCode,Number_Events
02-2016,SN,12
02-2016,EI,13
02-2016,IQ,13
02-2016,BD,13
02-2016,JO,13
02-2016,ES,15
02-2016,IL,15
02-2016,ZA,16
02-2016,GM,16
02-2016,TH,16
02-2016,EG,16
02-2016,AF,16
