Month_Year,ActionGeo_CountryCode,Number_Events
12-2015,GH,16
12-2015,ET,17
12-2015,IL,18
12-2015,IR,19
12-2015,ZA,19
12-2015,RU,21
12-2015,CN,23
12-2015,NG,23
12-2015,PK,28
12-2015,ZW,38
12-2015,GB,39
