Month_Year,ActionGeo_CountryCode,Number_Events
01-2017,IL,60
01-2017,,70
01-2017,IN,80
01-2017,GB,82
01-2017,CA,92
01-2017,RU,95
01-2017,US,1110
02-2017,LT,1
02-2017,EI,1
02-2017,GY,1
02-2017,ZA,1
02-2017,LB,1
02-2017,BD,1
02-2017,BH,1
02-2017,LR,1
02-2017,EC,1
02-2017,NE,1
02-2017,HU,1
02-2017,EE,1
02-2017,UG,1
02-2017,SD,1
02-2017,LV,1
02-2017,OM,1
02-2017,ZW,1
