Month_Year,ActionGeo_CountryCode,Number_Events
05-2015,ZM,23
05-2015,IL,27
05-2015,UP,28
05-2015,,33
05-2015,SA,35
05-2015,SY,42
05-2015,CA,45
05-2015,PK,45
05-2015,GB,50
05-2015,IQ,62
05-2015,IN,118
