Month_Year,ActionGeo_CountryCode,Number_Events
11-2015,SA,20
11-2015,IL,21
11-2015,NO,25
11-2015,MM,27
11-2015,PH,31
11-2015,RU,33
11-2015,IQ,40
11-2015,IN,41
11-2015,ZA,46
11-2015,AU,49
11-2015,CN,52
11-2015,,53
