MonthYear_Date,ActionGeo_CountryCode,count
201709,GV,1
201510,FR,27
201511,CI,3
201511,TH,1
201610,NO,6
201706,IS,50
201605,BC,1
201605,QA,4
201609,WE,5
201509,NP,7
201702,LI,1
201606,NZ,4
201504,RS,14
