Month_Year,ActionGeo_CountryCode,Number_Events
07-2017,AF,11
07-2017,JP,11
07-2017,UP,11
07-2017,GM,12
07-2017,BR,13
07-2017,MM,14
07-2017,IT,15
07-2017,IQ,16
07-2017,VE,17
07-2017,NG,18
07-2017,SY,19
07-2017,FR,22
07-2017,MN,23
