Month_Year,ActionGeo_CountryCode,Number_Events
07-2017,SA,7
07-2017,SD,7
07-2017,EI,7
07-2017,PE,7
07-2017,QA,8
07-2017,FJ,8
07-2017,KR,9
07-2017,ZW,9
07-2017,VM,9
07-2017,NZ,10
07-2017,KE,10
