Month_Year,ActionGeo_CountryCode,Number_Events
09-2017,JO,17
09-2017,EI,18
09-2017,GM,18
09-2017,VE,18
09-2017,KZ,18
09-2017,IL,19
09-2017,TR,22
09-2017,NA,30
09-2017,FJ,31
