Month_Year,ActionGeo_CountryCode,Number_Events
03-2015,SA,5
03-2015,HU,5
03-2015,PE,5
03-2015,PT,5
03-2015,SL,6
03-2015,ID,6
03-2015,BH,6
03-2015,YI,7
03-2015,ML,7
03-2015,KE,7
03-2015,DZ,7
03-2015,PL,7
03-2015,KR,7
03-2015,LB,7
03-2015,BR,7
