MonthYear_Date,ActionGeo_CountryCode,count
201602,SA,22
201604,SO,2
201608,IR,61
201608,BA,4
201601,KU,12
201705,BE,4
201503,AG,7
201505,US,700
201512,LU,3
201603,RI,2
201508,NP,8
201505,SU,14
201505,SZ,2
201612,EZ,4
201708,BG,7
