Month_Year,ActionGeo_CountryCode,Number_Events
06-2016,PK,8
06-2016,AT,8
06-2016,LB,8
06-2016,FR,8
06-2016,VE,8
06-2016,SA,10
06-2016,TW,12
06-2016,TR,12
06-2016,NP,12
06-2016,AF,13
06-2016,MX,14
