Month_Year,ActionGeo_CountryCode,Number_Events
07-2016,BE,6
07-2016,JE,6
07-2016,CM,6
07-2016,MT,7
07-2016,BA,7
07-2016,LB,7
07-2016,SO,8
07-2016,ID,8
07-2016,EG,9
07-2016,SA,9
