MonthYear_Date,ActionGeo_CountryCode,count
201603,US,674
201604,SY,26
201608,AS,66
201611,RM,7
201610,ZI,13
201706,BR,1
201706,KU,17
201706,TU,9
201605,AU,1
201609,GH,3
201509,RS,50
201702,LG,1
