Month_Year,ActionGeo_CountryCode,Number_Events
03-2017,UG,2
03-2017,RW,2
03-2017,KE,2
03-2017,IR,2
03-2017,MY,2
03-2017,GR,2
03-2017,PL,2
03-2017,LT,2
03-2017,ES,2
03-2017,KR,2
03-2017,BR,2
