Month_Year,ActionGeo_CountryCode,Number_Events
09-2016,NG,10
09-2016,RW,10
09-2016,MX,10
09-2016,IT,11
09-2016,SA,11
09-2016,YE,12
09-2016,KE,13
09-2016,PH,14
09-2016,IR,14
09-2016,GM,16
09-2016,ZW,16
09-2016,NO,17
