Month_Year,ActionGeo_CountryCode,Number_Events
06-2016,CN,5
06-2016,EI,5
06-2016,DZ,5
06-2016,IL,5
06-2016,SO,5
06-2016,NG,5
06-2016,GY,5
06-2016,PL,5
06-2016,IQ,6
06-2016,MM,6
06-2016,FI,6
06-2016,NL,6
06-2016,CL,6
06-2016,GR,6
