Month_Year,ActionGeo_CountryCode,Number_Events
11-2016,GH,41
11-2016,CN,49
11-2016,NG,66
11-2016,GB,77
11-2016,CA,80
11-2016,US,1177
12-2016,IT,1
12-2016,EI,1
12-2016,BD,1
12-2016,BE,1
12-2016,AF,1
12-2016,GG,1
12-2016,MM,1
12-2016,MT,1
12-2016,JP,1
12-2016,NO,1
12-2016,AT,1
