Month_Year,ActionGeo_CountryCode,Number_Events
05-2015,US,700
06-2015,VE,1
06-2015,KV,1
06-2015,SE,1
06-2015,ES,1
06-2015,PH,1
06-2015,DJ,1
06-2015,GT,1
06-2015,VM,1
06-2015,SA,1
06-2015,GI,1
06-2015,DO,1
06-2015,HN,1
06-2015,NP,1
06-2015,DA,1
06-2015,PG,1
06-2015,KE,1
