Month_Year,ActionGeo_CountryCode,Number_Events
04-2015,AU,21
04-2015,EG,22
04-2015,YE,22
04-2015,,23
04-2015,IR,24
04-2015,IL,26
04-2015,GM,27
04-2015,CN,34
04-2015,GB,39
04-2015,IN,59
