Month_Year,ActionGeo_CountryCode,Number_Events
02-2016,NR,8
02-2016,VE,9
02-2016,CY,9
02-2016,CH,9
02-2016,FJ,9
02-2016,AM,9
02-2016,GR,10
02-2016,NO,10
02-2016,BS,10
02-2016,SS,10
02-2016,KR,11
02-2016,KP,11
