Month_Year,ActionGeo_CountryCode,Number_Events
06-2015,ML,2
06-2015,LV,2
06-2015,BD,2
06-2015,SD,2
06-2015,JO,2
06-2015,PR,2
06-2015,AE,2
06-2015,BB,2
06-2015,NE,2
06-2015,AT,2
06-2015,SG,2
06-2015,LU,2
06-2015,CU,2
06-2015,ID,2
