MonthYear_Date,ActionGeo_CountryCode,count
201602,CB,45
201604,JO,6
201511,MK,4
201607,GH,1
201608,TU,32
201611,VE,3
201601,SI,6
201706,GV,1
201503,CS,2
201506,YM,9
201509,VT,10
