Month_Year,ActionGeo_CountryCode,Number_Events
09-2016,IQ,5
09-2016,EG,5
09-2016,PS,5
09-2016,CU,5
09-2016,GR,5
09-2016,UP,5
09-2016,ZA,6
09-2016,LK,7
09-2016,JE,8
09-2016,VU,8
09-2016,KW,8
09-2016,FR,9
09-2016,KR,9
09-2016,HT,9
