MonthYear_Date,ActionGeo_CountryCode,count
201701,CT,3
201604,UK,78
201607,MI,3
201610,RS,27
201705,EG,2
201704,TS,2
201512,LY,10
201509,UK,38
201505,JE,2
201510,AR,4
201702,UG,1
