MonthYear_Date,ActionGeo_CountryCode,count
201602,ID,2
201601,BF,3
201601,CH,42
201611,JO,2
201707,IT,15
201707,AS,50
201503,BM,3
201505,EI,14
201505,PO,3
201606,EI,5
201708,SA,3
