Month_Year,ActionGeo_CountryCode,Number_Events
09-2015,CZ,2
09-2015,KP,2
09-2015,MC,2
09-2015,RW,2
09-2015,CY,2
09-2015,AM,2
09-2015,NL,2
09-2015,NO,2
