Month_Year,ActionGeo_CountryCode,Number_Events
08-2016,TR,32
08-2016,MY,32
08-2016,BD,48
08-2016,,48
08-2016,CN,50
08-2016,CA,54
08-2016,SA,56
08-2016,IR,61
08-2016,AU,66
08-2016,IN,80
08-2016,IL,84
08-2016,PK,84
08-2016,US,865
