Month_Year,ActionGeo_CountryCode,Number_Events
02-2016,DZ,4
02-2016,BG,4
02-2016,PA,4
02-2016,LK,4
02-2016,SE,4
02-2016,VM,5
02-2016,KZ,5
02-2016,TW,5
02-2016,RW,5
02-2016,AT,5
02-2016,YE,5
