Month_Year,ActionGeo_CountryCode,Number_Events
02-2016,CN,39
02-2016,IN,41
02-2016,KH,45
02-2016,AU,49
02-2016,,57
02-2016,TR,64
02-2016,PK,81
02-2016,SY,83
02-2016,CU,99
02-2016,CA,100
02-2016,GB,104
02-2016,US,1016
03-2016,LV,1
03-2016,VM,1
03-2016,SD,1
03-2016,CR,1
03-2016,PA,1
03-2016,NG,1
03-2016,AR,1
03-2016,DZ,1
03-2016,ET,1
03-2016,NO,1
03-2016,MY,1
03-2016,CL,1
03-2016,TW,1
03-2016,SG,1
