Month_Year,ActionGeo_CountryCode,Number_Events
10-2016,PK,14
10-2016,LB,15
10-2016,FR,17
10-2016,TR,18
10-2016,VM,19
10-2016,CH,24
10-2016,GR,25
10-2016,NG,27
10-2016,RU,27
10-2016,GM,29
10-2016,MX,31
10-2016,CN,35
10-2016,SA,35
