Month_Year,ActionGeo_CountryCode,Number_Events
05-2015,LY,4
05-2015,YE,4
05-2015,BO,4
05-2015,SG,4
05-2015,MX,4
05-2015,MN,4
05-2015,NO,4
05-2015,MA,4
