Month_Year,ActionGeo_CountryCode,Number_Events
05-2017,AT,8
05-2017,NZ,8
05-2017,PH,9
05-2017,BS,10
05-2017,GR,10
05-2017,TH,11
05-2017,KP,12
05-2017,GH,14
05-2017,IL,14
05-2017,VE,14
05-2017,SA,14
