Month_Year,ActionGeo_CountryCode,Number_Events
07-2016,GG,10
07-2016,NG,11
07-2016,AF,11
07-2016,MY,11
07-2016,LY,11
07-2016,RU,11
07-2016,ET,13
07-2016,IT,15
07-2016,PH,18
07-2016,NZ,19
07-2016,PL,22
07-2016,,23
07-2016,IN,23
