Month_Year,ActionGeo_CountryCode,Number_Events
12-2016,LV,2
12-2016,NP,2
12-2016,YE,2
12-2016,LY,2
12-2016,KW,2
12-2016,RW,2
12-2016,CL,2
12-2016,NL,2
12-2016,SE,2
12-2016,MY,2
