MonthYear_Date,ActionGeo_CountryCode,count
201602,PL,7
201602,TD,2
201709,SN,4
201511,FI,2
201607,GM,49
201611,PK,18
201611,GA,3
201601,SZ,17
201707,CH,36
201706,CO,6
201503,BG,32
201603,ID,4
201509,ZI,8
201702,EG,15
201703,SP,2
201612,IN,14
201504,SL,16
