MonthYear_Date,ActionGeo_CountryCode,count
201511,UG,4
201511,ZI,15
201608,LE,13
201605,PK,15
201706,BE,3
201704,GH,13
201512,JA,4
201603,DJ,8
201603,CU,18
201603,HU,7
201507,MZ,1
201612,BE,1
201507,CA,24
201507,SN,1
