Month_Year,ActionGeo_CountryCode,Number_Events
07-2015,SO,2
07-2015,SY,2
07-2015,ID,2
07-2015,AT,2
07-2015,ET,2
07-2015,LK,2
07-2015,SA,2
07-2015,AU,2
07-2015,BZ,2
07-2015,EI,2
