Month_Year,ActionGeo_CountryCode,Number_Events
01-2016,PH,21
01-2016,DZ,22
01-2016,SY,26
01-2016,ZA,28
01-2016,TR,31
01-2016,GM,32
01-2016,CR,36
01-2016,IQ,36
01-2016,CN,42
01-2016,FR,43
01-2016,PK,44
01-2016,AU,50
