MonthYear_Date,ActionGeo_CountryCode,count
201709,EI,18
201709,YM,1
201511,SZ,19
201707,AF,11
201707,CO,3
201707,ZA,3
201704,KS,18
201506,KS,7
201507,ZI,1
201505,WE,13
201510,PK,10
201510,DA,1
201702,LH,1
201702,MU,1
201606,BM,6
