Month_Year,ActionGeo_CountryCode,Number_Events
03-2017,CN,38
03-2017,CA,42
03-2017,IN,55
03-2017,GB,60
03-2017,US,281
04-2017,TZ,1
04-2017,NE,1
04-2017,MA,1
04-2017,MY,1
04-2017,SG,1
04-2017,YE,1
04-2017,PT,1
04-2017,LB,1
04-2017,JE,1
04-2017,AE,1
04-2017,UY,1
04-2017,VE,1
04-2017,KE,1
04-2017,AR,1
04-2017,SD,1
04-2017,TM,1
04-2017,BY,1
04-2017,SO,1
04-2017,LY,1
04-2017,CR,1
04-2017,PR,1
04-2017,MT,1
