Month_Year,ActionGeo_CountryCode,Number_Events
01-2017,KP,3
01-2017,BW,3
01-2017,OM,3
01-2017,UZ,3
01-2017,EG,3
01-2017,CR,3
01-2017,TG,3
01-2017,RW,3
01-2017,CF,3
